text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
My g / f and I both agreed the food was very mediocre especially considering the price .,"( food , mediocre , negative )","( food quality , negative ) ; ( food prices , negative )","( food, mediocre, negative )","( food, mediocre, negative )","( food quality, negative ) ; ( food prices, negative )","( food quality, negative ) ; ( food prices, negative )"
– The food is here is incredible /AS/ though the quality is inconsistent during lunch .,"( food , incredible , positive ) ; ( lunch , inconsistent , negative )","( food quality , mixed )","( food, incredible, positive ) ; ( food, inconsistent, negative )","( food, incredible, positive ) ; ( quality, inconsistent, negative )","( food quality, positive )","( food quality, positive ) ; ( food style_options, negative )"
I have not a bad thing to say about this place .,"( place , have not a bad thing to say , positive )","( restaurant general , positive )","( place, not a bad thing, positive )","( place, not a bad, positive )","( restaurant general, positive )","( restaurant general, positive )"
the only problem is you really have to warm up the pizza before it ' s edible /AS/ even when you order ahead .,"( pizza , problem , negative )","( food quality , negative )","( pizza, warm up, negative )","( pizza, warm up, negative )","( food quality, negative )","( food quality, negative )"
– This is my `` must bring out of town guests to `` restaurant and they always enjoy and rave about it .,"( restaurant , enjoy , positive )","( restaurant general , positive )","( restaurant, enjoy, positive ) ; ( restaurant, rave, positive )","( restaurant, enjoy, positive )","( restaurant general, positive )","( restaurant general, positive )"
I had the kafta plate and I enjoyed it .,"( kafta plate , enjoyed , positive )","( food quality , positive )","( kafta plate, enjoyed, positive )","( kafta plate, enjoyed, positive )","( food quality, positive )","( food quality, positive )"
It was clear he didn ’ t really care .,"( NULL , didn ’ t really care , negative )","( service general , negative )","( NULL, didn ’ t really care, negative )","( NULL, didn ’ t really care, negative )","( service general, negative )","( service general, negative )"
The Caesar salad I ordered had so much lemon I could n ' t eat it .,"( Caesar salad , could n ' t eat , negative )","( food quality , negative )","( Caesar salad, couldn't eat it, negative )","( Caesar salad, couldn't eat it, negative )","( food style_options, negative )","( food quality, negative )"
Our server continued to be attentive throughout the night /AS/ but I did remain puzzled by one issue : Who thinks that Ray ' s is an appropriate place to take young children for dinner ?,"( server , attentive , positive ) ; ( Ray ' s , appropriate , neutral )","( service general , positive ) ; ( restaurant miscellaneous , neutral )","( server, attentive, positive ) ; ( Ray's, puzzled, negative )","( server, attentive, positive ) ; ( server, puzzled, negative )","( service general, mixed )","( service general, positive )"
Good Food /AS/ Great Service /AS/ Average Prices /OB/ For the Strip /CB/,"( Food , Good , positive ) ; ( Service , Great , positive ) ; ( NULL , Average , neutral )","( food quality , positive ) ; ( service general , positive ) ; ( restaurant prices , neutral )","( Food, Good, positive ) ; ( Service, Great, positive ) ; ( Strip, Average, positive )","( Food, Good, positive ) ; ( Service, Great, positive ) ; ( Strip, Average, neutral )","( food quality, positive ) ; ( service general, positive ) ; ( restaurant prices, neutral )","( food quality, positive ) ; ( service general, positive ) ; ( restaurant prices, neutral )"
6pm on a Sat before a Broadway play and we were quickly seated and served .,"( NULL , quickly seated and served , positive )","( service general , positive )","( NULL, quickly seated, positive )","( NULL, seated and served, positive )","( service general, positive )","( service general, positive )"
They pay such detail to everything from miso soup to complex rolls .,"( miso soup , pay such detail , positive ) ; ( rolls , complex , positive )","( food quality , positive )","( NULL, pay such detail, positive )","( NULL, detail, positive ) ; ( rolls, complex, positive )","( food quality, positive )","( food quality, positive ) ; ( service general, positive )"
$ 6 with tip .,"( NULL , $ 6 , positive )","( restaurant prices , positive )","( NULL, $ 6 with tip, neutral )","( NULL, $ 6, neutral )","( restaurant prices, positive )","( restaurant prices, negative )"
The atmosphere was great .,"( atmosphere , great , positive )","( ambience general , positive )","( atmosphere, great, positive )","( atmosphere, great, positive )","( ambience general, positive )","( ambience general, positive )"
In other words /AS/ if they aren ' t making $ $ off of you then you do n ' t rate high on their ' service scale ' .,"( service , do n ' t rate high , negative )","( service general , negative )","( service, high, negative )","( NULL, don't rate high, negative )","( service general, negative )","( service general, negative )"
– I really enjoyed my meal here .,"( meal , enjoyed , positive )","( food quality , positive )","( meal, enjoyed, positive )","( meal, enjoyed, positive )","( food quality, positive )","( food quality, positive )"
The music playing was very hip /AS/ 20 - 30 something pop music /AS/ but the subwoofer to the sound system was located under my seat /AS/ which became annoying midway through dinner .,"( music , hip , positive ) ; ( subwoofer to the sound system , annoying , negative )","( ambience general , mixed )","( music, hip, positive ) ; ( 20 - 30 something pop music, annoying, negative )","( music, hip, positive ) ; ( 20 - 30something pop music, hip, positive ) ; ( subwoofer, annoying, negative )","( ambience general, mixed )","( ambience general, mixed )"
Holy Hummus !,"( Hummus , Holy , positive )","( food quality , positive )","( NULL, Holy Hummus, positive )","( Hummus, Holy, positive )","( food quality, positive )","( food quality, positive )"
For my entr & eacute /ES/ e /AS/ I completely enjoyed the seared Alaskan sea scallops complemented by chard /AS/ artichoke hearts /AS/ fennel /AS/ and pecorino toscano .,"( seared Alaskan sea scallops , enjoyed , positive )","( food quality , positive ) ; ( food style_options , positive )","( seared Alaskan sea scallops, enjoyed, positive ) ; ( artichoke hearts, enjoyed, positive ) ; ( fennel, enjoyed, positive ) ; ( pecorino toscano, enjoyed, positive )","( seared Alaskan sea scallops, enjoyed, positive ) ; ( chard, enjoyed, positive ) ; ( artichoke hearts, enjoyed, positive ) ; ( fennel, enjoyed, positive ) ; ( pecorino toscano, enjoyed, positive )","( food quality, positive )","( food quality, positive )"
The decor is rustic /AS/ traditional Japanese .,"( decor , rustic , neutral )","( ambience general , neutral )","( decor, rustic, positive ) ; ( decor, traditional, positive )","( decor, rustic, positive ) ; ( decor, traditional Japanese, positive )","( ambience general, positive )","( ambience general, positive )"
Not only can the selection be innovative /AS/ but there ' s a nice balance of traditional sushi as well .,"( selection , innovative , positive ) ; ( sushi , nice , positive ) ; ( sushi , traditional , positive )","( food style_options , positive )","( selection, innovative, positive ) ; ( balance of traditional sushi, nice, positive )","( selection, innovative, positive ) ; ( balance of traditional sushi, nice, positive )","( food style_options, positive ) ; ( food quality, positive )","( food style_options, positive ) ; ( food quality, positive )"
You are likely to be disappointed .,"( NULL , disappointed , negative )","( restaurant general , negative )","( NULL, disappointed, negative )","( NULL, disappointed, negative )","( restaurant general, negative )","( food quality, negative )"
The food is great /AS/ the bartenders go that extra mile .,"( food , great , positive ) ; ( bartenders , go that extra mile , positive )","( food quality , positive ) ; ( service general , positive )","( food, great, positive ) ; ( bartenders, go that extra mile, positive )","( food, great, positive ) ; ( bartenders, go that extra mile, positive )","( food quality, positive ) ; ( service general, positive )","( food quality, positive ) ; ( service general, positive )"
The restaurant offers an extensive wine list and an ambiance you wo n ' t forget !,"( wine list , extensive , positive ) ; ( ambiance , wo n ' t forget , positive )","( drinks style_options , positive ) ; ( ambience general , positive )","( wine list, extensive, positive ) ; ( ambiance, won't forget, positive )","( wine list, extensive, positive ) ; ( ambiance, won't forget, positive )","( drinks style_options, positive ) ; ( ambience general, positive )","( drinks style_options, positive ) ; ( ambience general, positive )"
