text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
Terrible would be a compliment !,"( NULL , Terrible , negative )","( restaurant general , negative )","( Terrible, compliment, positive )","( NULL, Terrible, negative )","( restaurant general, positive )","( restaurant general, positive )"
The high prices you ' re going to pay is for the view not for the food .,"( NULL , high , negative )","( restaurant prices , negative )","( view, high, negative ) ; ( food, high, negative )","( view, high, negative ) ; ( food, high, negative )","( restaurant prices, negative )","( restaurant prices, negative ) ; ( food quality, negative )"
I ' d be horrified if my staff were turning away customers so early and so rudely !,"( staff , horrified , negative )","( service general , negative )","( staff, turning away customers, negative )","( staff, turning away customers, negative )","( service general, negative )","( service general, negative )"
peppers /AS/ onions /AS/ relish /AS/ chilli /AS/ cheeses /AS/ you NAME it .,"( NULL , you NAME it , positive )","( food style_options , positive )","( peppers, AS/ onions, relish, positive ) ; ( chilli, AS/ cheeses, AS/ NULL, NAME, positive )","( peppers, onions, positive ) ; ( relish, onions, positive ) ; ( chilli, onions, positive ) ; ( cheeses, cheeses, positive )","( food quality, positive )","( food quality, positive )"
I was so stunned /AS/ and I left the dinner hungry and majorly disappointing .,"( NULL , disappointing , negative )","( restaurant general , negative )","( dinner, hungry, negative ) ; ( dinner, disappointing, negative )","( dinner, hungry, negative ) ; ( dinner, disappointing, negative )","( food quality, negative )","( food quality, negative )"
But $ 500 for a dinner for two that didn ' t include Wine ?,"( dinner for two , didn ' t include Wine , negative )","( food prices , negative )","( dinner, $ 500, negative )","( NULL, didn't include Wine, negative )","( food prices, negative )","( drinks prices, negative )"
Stepping into Casa La Femme last night was a true experience unlike any other in New York !,"( Casa La Femme , true , positive )","( restaurant general , positive )","( Casa La Femme, unique, positive )","( Casa La Femme, a true experience, positive )","( restaurant general, positive )","( restaurant general, positive )"
The place is a bit hidden away /AS/ but once you get there /AS/ it ' s all worth it .,"( place , hidden away , neutral ) ; ( place , worth , positive )","( location general , neutral ) ; ( restaurant general , positive )","( place, hidden away, negative ) ; ( place, worth, positive )","( place, hidden away, negative ) ; ( place, worth, positive )","( location general, negative ) ; ( restaurant general, positive )","( restaurant general, positive ) ; ( ambience general, negative )"
I was one of the people that went for this horrible experience .,"( NULL , horrible , negative )","( restaurant general , negative )","( NULL, horrible, negative )","( NULL, horrible, negative )","( restaurant general, negative )","( restaurant general, negative )"
The waiter was attentive /AS/ the food was delicious and the views of the city were great .,"( waiter , attentive , positive ) ; ( food , delicious , positive ) ; ( views of the city , great , positive )","( service general , positive ) ; ( food quality , positive ) ; ( location general , positive )","( waiter, attentive, positive ) ; ( food, delicious, positive ) ; ( views, great, positive )","( waiter, attentive, positive ) ; ( food, delicious, positive ) ; ( views of the city, great, positive )","( service general, positive ) ; ( food quality, positive ) ; ( location general, positive )","( service general, positive ) ; ( food quality, positive ) ; ( location general, positive )"
This establishment is the real deal .,"( establishment , real deal , positive )","( restaurant general , positive )","( establishment, real deal, positive )","( establishment, real deal, positive )","( restaurant general, positive )","( restaurant general, positive )"
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible !,"( meal , inedible , negative ) ; ( NULL , fought my bill , negative )","( food quality , negative ) ; ( restaurant prices , negative )","( dinner portion of my meal, inedible, negative )","( dinner portion of my meal, inedible, negative )","( food prices, negative )","( food quality, negative ) ; ( food prices, negative )"
It is quite a spectacular scene i ' ll give them that .,"( scene , spectacular , positive )","( ambience general , positive )","( scene, spectacular, positive )","( NULL, spectacular, positive )","( location general, positive )","( ambience general, positive )"
I come here enjoy very much with husband .,"( NULL , enjoy , positive )","( restaurant general , positive )","( NULL, enjoy, positive )","( NULL, enjoy, positive )","( restaurant general, positive )","( restaurant general, positive )"
Do n ' t go with a larger group than 4 !,"( NULL , Do n ' t go , negative )","( restaurant miscellaneous , negative )","( NULL, don't go with a larger group, negative )","( NULL, Don't go with a larger group, negative )","( restaurant miscellaneous, negative )","( restaurant miscellaneous, negative )"
Dessert : pure disaster .,"( Dessert , disaster , negative )","( food quality , negative )","( Dessert, pure disaster, negative )","( Dessert, disaster, negative )","( food quality, negative )","( food quality, negative )"
Expensive,"( NULL , Expensive , negative )","( restaurant prices , negative )","( NULL, Expensive, negative )","( NULL, Expensive, negative )","( restaurant prices, negative )","( restaurant prices, negative )"
My daughter ' s wedding reception at Water ' s Edge received the highest compliments from our guests .,"( Water ' s Edge , highest compliments , positive )","( restaurant miscellaneous , positive )","( NULL, highest compliments, positive )","( Water's Edge, highest compliments, positive )","( restaurant general, positive )","( restaurant general, positive )"
This place survives on reputation alone .,"( place , survives on reputation alone , negative )","( restaurant miscellaneous , negative )","( place, survives on reputation, positive )","( place, survives on reputation, positive )","( restaurant general, positive )","( restaurant general, positive )"
I honestly do n ' t even know where to begin .,"( NULL , do n ' t even know where to begin , negative )","( restaurant general , negative )","( NULL, don't even know where to begin, negative )","( NULL, don't even know where to begin, negative )","( restaurant general, negative )","( restaurant general, negative )"
I have worked in restaurants and cook a lot /AS/ and there is no way a maggot should be able to get into well prepared food .,"( food , well prepared , negative )","( food quality , negative )","( food, well prepared, positive )","( food, well prepared, negative )","( food quality, negative )","( food quality, negative )"
Once we finally got a table /AS/ despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed !,"( NULL , pushed , negative )","( service general , negative )","( table, fixed, negative )","( table, price fixed, negative )","( service general, negative )","( food style_options, negative ) ; ( food prices, negative )"
Everyone raved about the atmosphere /OB/ elegant rooms and absolutely incomparable views /CB/ and the fabulous food !,"( atmosphere , raved , positive ) ; ( rooms , elegant , positive ) ; ( views , incomparable , positive ) ; ( food , fabulous , positive )","( ambience general , positive ) ; ( location general , positive ) ; ( food quality , positive )","( atmosphere, raved, positive ) ; ( rooms, elegant, positive ) ; ( views, incomparable, positive ) ; ( food, fabulous, positive )","( atmosphere, raved, positive ) ; ( rooms, elegant, positive ) ; ( views, incomparable, positive ) ; ( food, fabulous, positive )","( ambience general, positive ) ; ( ambience general, positive ) ; ( location general, positive ) ; ( food quality, positive )","( ambience general, positive ) ; ( location general, positive ) ; ( food quality, positive )"
