input,output,se_order,paradigm
"All in all , I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future .","13,13,restaurant general,12,12,POS,13,13,ambience general,12,12,POS,19,19,service general,20,22,NEG",acos,extraction
Check out the secret back room .,"4,5,ambience general,3,3,POS",acos,extraction
All the people that I bring there go back on their own and bring THEIR friends !,"-1,-1,restaurant miscellaneous,7,8,POS",acos,extraction
"Best of all is the warm vibe , the owner is super friendly and service is fast .","6,6,ambience general,5,5,POS,9,9,service general,12,12,POS,14,14,service general,16,16,POS",acos,extraction
"The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .","1,2,food quality,4,4,POS,18,20,food quality,17,17,POS,27,27,food quality,22,22,POS",acos,extraction
It ' s cuz it ' s so good you need to taste it ! ! !,"-1,-1,food quality,8,8,POS",acos,extraction
"The food was excellent as well as service , however , I left The Four Seasons very dissappointed .","1,1,food quality,3,3,POS,7,7,service general,3,3,POS,13,15,restaurant general,17,17,NEG",acos,extraction
The bagel was huge .,"1,1,food style_options,3,3,POS",acos,extraction
People are always friendly .,"0,0,service general,3,3,POS",acos,extraction
Very affordable and excellent ambient !,"4,4,ambience general,3,3,POS,-1,-1,restaurant prices,1,1,POS",acos,extraction
Planet Thai is great !,"0,1,restaurant general,3,3,POS",acos,extraction
You ca n ' t go wrong here .,"-1,-1,restaurant general,1,6,POS",acos,extraction
We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka .,"9,9,service general,2,6,NEG",acos,extraction
"The porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .","1,4,food quality,6,6,NEG,11,12,food quality,6,6,NEG",acos,extraction
"I ' ll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .","11,11,ambience general,10,10,POS,14,14,food quality,13,13,POS,16,16,food quality,13,13,POS,19,20,food quality,25,25,POS",acos,extraction
"The drinks are great , especially when made by Raymond .","1,1,drinks quality,3,3,POS,9,9,service general,3,3,POS",acos,extraction
The seats are uncomfortable if you are sitting against the wall on wooden benches .,"1,1,ambience general,3,3,NEG",acos,extraction
"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .","6,7,food quality,0,0,POS,9,10,food quality,0,0,POS,12,13,food quality,0,0,POS",acos,extraction
LLOOVVE THIS PLACE .,"2,2,restaurant general,0,0,POS",acos,extraction
Good Experience,"-1,-1,restaurant general,0,0,POS",acos,extraction
It looked like shredded cheese partly done - still in strips .,"-1,-1,food quality,3,6,NEG",acos,extraction
Myagi is one of my favorite restaurants in the City ; the place the negative reviews describe sound like they were somewhere else .,"0,0,restaurant general,5,5,POS",acos,extraction
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .,"19,19,service general,16,16,NEG,24,24,food prices,30,30,NEG,24,24,food quality,26,26,NEG",acos,extraction
Not worth it .,"-1,-1,food prices,0,1,NEG",acos,extraction
Delivery can be spot on or lacking depending on the weather and the day of the week .,"0,0,service general,6,6,NEG",acos,extraction
The food here does a great service to the name ( Cantonese that is . . . ) .,"1,1,food quality,5,5,POS",acos,extraction
"A cool bar with great food , and tons of excellent beer .","2,2,ambience general,1,1,POS,5,5,food quality,4,4,POS,11,11,drinks quality,10,10,POS,11,11,drinks style_options,10,10,POS",acos,extraction
"The food and service were fine , however the maitre - D was incredibly unwelcoming and arrogant .","1,1,food quality,5,5,POS,3,3,service general,5,5,POS,9,11,service general,14,14,NEG,9,11,service general,16,16,NEG",acos,extraction
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque .,"4,6,food quality,9,9,POS,19,20,food quality,14,14,POS",acos,extraction
It is one the nicest outdoor restaurants I have ever seen in NY - - I am from Italy and this place rivals the ones in my country .,"5,6,ambience general,4,4,POS",acos,extraction
"$ 6 and there is much tasty food , all of it fresh and continually refilled .","7,7,food quality,6,6,POS,7,7,food quality,12,12,POS,7,7,food prices,15,15,POS",acos,extraction
"Calling the place Hampton Chutney Co . does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .","2,2,restaurant general,22,22,NEG,23,23,ambience general,22,22,NEG,26,26,service general,25,25,NEG",acos,extraction
Can ’ t believe how an expensive NYC restaurant can be so disrespectful to its clients .,"8,8,restaurant prices,6,6,NEG,-1,-1,service general,12,12,NEG",acos,extraction
Save your money and your time and go somewhere else .,"-1,-1,restaurant general,7,9,NEG",acos,extraction
The sushi seemed pretty fresh and was adequately proportioned .,"1,1,food quality,4,4,POS,1,1,food style_options,8,8,POS",acos,extraction
Try green curry with vegetables .,"1,4,food quality,0,0,POS",acos,extraction
I heard the lobster roll was excellent .,"3,4,food quality,6,6,POS",acos,extraction
"The view is spectacular , and the food is great .","1,1,location general,3,3,POS,7,7,food quality,9,9,POS",acos,extraction
After the 4th time i asked again and the waiter than said after our dinner .,"9,9,service general,5,6,NEG",acos,extraction
My wife had the fried shrimp which are huge and loved it .,"4,5,food style_options,8,8,POS,4,5,food quality,10,10,POS",acos,extraction
"We had half / half pizza , mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza !","2,5,food style_options,20,20,POS",acos,extraction
I really recommend the very simple Unda ( Egg ) rolls .,"6,10,food quality,2,2,POS,6,10,food quality,5,5,POS",acos,extraction
"Thalia is a beautiful restaurant with beautiful people serving you , but the food does n ' t quite match up .","7,7,service general,3,3,POS,13,13,food quality,14,20,NEG,0,0,ambience general,3,3,POS",acos,extraction
We will be back .,"-1,-1,restaurant general,2,3,POS",acos,extraction
"The waiter was attentive , the food was delicious and the views of the city were great .","1,1,service general,3,3,POS,6,6,food quality,8,8,POS,11,14,location general,16,16,POS",acos,extraction
Always good drinks and service is pretty good ;,"2,2,drinks quality,1,1,POS,4,4,service general,1,1,POS",acos,extraction
Staff is very accomodating .,"0,0,service general,3,3,POS",acos,extraction
Single Worst Restaurant in Manhattan,"2,2,restaurant general,1,1,NEG",acos,extraction
Finally a reliable Chinese restaurant !,"3,4,restaurant general,2,2,POS",acos,extraction
amazing fresh dogs but best of all endless toppings ! ! !,"2,2,food quality,0,1,POS,8,8,food style_options,4,4,POS,8,8,food style_options,7,7,POS",acos,extraction
"While their kitchen food is delicious , their Sushi is out of this world .","2,3,food quality,5,5,POS,8,8,food quality,10,13,POS",acos,extraction
Authentic Taiwanese food that ' s cheap . . . what more could you ask for ?,"1,2,food quality,0,0,POS,1,2,food prices,6,6,POS",acos,extraction
Service was good and food is wonderful .,"0,0,service general,2,2,POS,4,4,food quality,6,6,POS",acos,extraction
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves .,"7,7,service general,15,15,POS",acos,extraction
I thought the restaurant was nice and clean .,"3,3,restaurant general,5,5,POS,3,3,ambience general,7,7,POS",acos,extraction
I absolutely Loved this place .,"4,4,restaurant general,2,2,POS",acos,extraction
Very pleased,"-1,-1,restaurant general,1,1,POS",acos,extraction
"This place , which is only a few months old , is perhaps Queens ' biggest secret !","1,1,restaurant general,13,16,POS",acos,extraction
sometimes i get good food and ok service .,"4,4,food quality,3,3,POS,7,7,service general,6,6,NEU",acos,extraction
Nice value .,"-1,-1,restaurant prices,0,1,POS",acos,extraction
"Very immature bartender , didnt know how to make specific drinks , service was so slowwwww , the food was not fresh or warm , waitresses were busy flirting with men at the bar and werent very attentive to all the customers .","2,2,service general,1,1,NEG,12,12,service general,15,15,NEG,18,18,food quality,20,23,NEG,25,25,service general,35,37,NEG",acos,extraction
$ 20 for all you can eat sushi can not be beaten .,"3,7,food prices,11,11,POS",acos,extraction
I have been to Casimir over 5 times and I have always had a great time there .,"4,4,restaurant general,14,15,POS",acos,extraction
"Again , no apology , no is there anything else I can get you , no can I get you a drink to make up for it , nothing ! ! ! !","-1,-1,service general,2,3,NEG",acos,extraction
Would NEVER go back,"-1,-1,restaurant general,1,3,NEG",acos,extraction
"This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .","5,5,restaurant general,4,4,POS",acos,extraction
"At this point , the waitress comes over and asks us if everything was okay , I was literally so shocked that I was speechless and didn ' t say anything , and guess what , the waitress WALKED away .","5,5,service general,24,24,NEG",acos,extraction
Fantastic place .,"1,1,restaurant general,0,0,POS",acos,extraction
They even scoop it out nice ( for those on a diet ) not too much not to little .,"-1,-1,food style_options,5,5,POS",acos,extraction
"Overall the food quality was pretty good , though I hear the salmon is much better when it has n ' t sat cooling in front of the guest .","2,2,food quality,6,6,POS",acos,extraction
"We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .","19,19,service general,31,31,NEG",acos,extraction
We had Pam ' s special fried fish and it was amazing .,"2,7,food quality,11,11,POS",acos,extraction
Fish is so very fresh .,"0,0,food quality,4,4,POS",acos,extraction
"If you are looking for a good quality , cheap eats - this is the place .","10,10,food quality,6,7,POS,10,10,food prices,9,9,POS",acos,extraction
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,"4,4,service general,3,3,POS,7,7,food quality,3,3,POS,7,7,food prices,3,3,POS",acos,extraction
"Try everything for that matter , it is all good .","-1,-1,food quality,8,9,POS",acos,extraction
The food was good .,"1,1,food quality,3,3,POS",acos,extraction
"Not sure where the previous reviewer , lonk , dined , but Saul is in a great neighborhood and has great food !","17,17,location general,16,16,POS,21,21,food quality,16,16,POS",acos,extraction
The wine list is interesting and has many good values .,"1,2,drinks style_options,4,4,POS,1,2,drinks prices,8,9,POS",acos,extraction
"I am so coming back here again , as much as I can .","-1,-1,restaurant general,3,4,POS",acos,extraction
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .,"4,5,food quality,8,11,POS",acos,extraction
"Yamato is an excellent place to go if youre not into sashimi , or if you have friends who doesnt like sushi much .","0,0,restaurant miscellaneous,3,3,POS",acos,extraction
Salads were fantastic .,"0,0,food quality,2,2,POS",acos,extraction
Ess - A - Bagel ( either by Sty - town or midtown ) is by far the best bagel in NY .,"19,19,food quality,18,18,POS",acos,extraction
The food was well prepared and the service impecable .,"1,1,food quality,3,4,POS,7,7,service general,8,8,POS",acos,extraction
"Service was very good - prompt , attentive and non - intrusive .","0,0,service general,3,3,POS,0,0,service general,5,5,POS,0,0,service general,7,7,POS,0,0,service general,9,11,POS",acos,extraction
"My main concern was the sanity of the food that was being sent out to myself and others , but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation .","8,8,food quality,2,2,NEG",acos,extraction
Everyone was more then happy with his choices .,"-1,-1,service general,4,4,POS",acos,extraction
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating .,"-1,-1,service general,18,18,NEG",acos,extraction
