prompt,text,output
Extract all the Location entity in the text,give me directions to the nearest taco bell,nearest
Extract all the Cuisine entity in the text,give me search results for italian restaurants with good reviews,italian
Extract all the Hours entity in the text,give me some food,NONE
Extract all the Price entity in the text,give me some food suggestions,NONE
Extract all the Amenity entity in the text,give me that place that my son said was fantastic,son
Extract all the Location entity in the text,give me the best place to eat in glacier national park,glacier national park
Extract all the Location entity in the text,give me the best rated restaurant in bismark north dakota that is under 20 a person,bismark north dakota
Extract all the Rating entity in the text,give me the highest rated restuarant within a budget of thirty dollars for two,highest rated
Extract all the Restaurant Name entity in the text,give me the hours for dirty lickins on saturday,dirty lickins
Extract all the Location entity in the text,give me the name of a local restaurant with great views and a well stocked bar,local
Extract all the Restaurant Name entity in the text,give me the number for charlies sea food,charlies sea food
Extract all the Cuisine entity in the text,give me the number to a good chinese delivery restaurant,chinese
Extract all the Restaurant Name entity in the text,give me the phone number for shamrocks bar and grill,shamrocks bar and grill
Extract all the Location entity in the text,give me the phone number for the nearest buffet style chinese food restaurant,nearest
Extract all the Location entity in the text,give me the phone number for the nearest take out restaurant,nearest
Extract all the Location entity in the text,give me the phone number to the nearest 4 star restaurant,nearest
Extract all the Location entity in the text,give me the street address for two fat ladies,"street address , ladies"
Extract all the Location entity in the text,give me the top ratings on restaurants in downtown austin,downtown austin
Extract all the Rating entity in the text,go to beest restaurent,beest
Extract all the Location entity in the text,going out on a date tonight im looking to impress her what are some fancy high rated italian restaurants in the area,area
Extract all the Restaurant Name entity in the text,golden corral hours and directions,golden corral
Extract all the Location entity in the text,good places to eat around here,around here
Extract all the Dish entity in the text,good yes,NONE
Extract all the Restaurant Name entity in the text,good yesgood yes,NONE
Extract all the Location entity in the text,gps where can i get a cheapest mexican food in town,in town
Extract all the Location entity in the text,grandma would like some ice cream anywhere close,close
Extract all the Cuisine entity in the text,great service italian cuisine,italian
Extract all the Restaurant Name entity in the text,great thanks take me to louies for a shake,louies
Extract all the Cuisine entity in the text,greek food,greek
Extract all the Cuisine entity in the text,greek restaurant,greek
Extract all the Location entity in the text,greek resturant close to hear,close to hear
Extract all the Dish entity in the text,guide me to a burger joint,burger
