input,output,se_order,paradigm
"Delicate spices , onions , eggs and a kick - ass roti .","( spices , food quality , Delicate , positive ) ; ( onions , food quality , Delicate , positive ) ; ( eggs , food quality , Delicate , positive ) ; ( roti , food quality , kick - ass , positive )",acos,extraction
"You can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .","( martini , drinks quality , delish , positive ) ; ( martini , drinks style_options , delish , positive ) ; ( martini , drinks prices , delish , positive ) ; ( Vanilla Shanty , drinks quality , recommend , positive ) ; ( setting , ambience general , homey , positive ) ; ( music , ambience general , great , positive )",acos,extraction
I really liked this place .,"( place , restaurant general , liked , positive )",acos,extraction
The sake ’ s complimented the courses very well and is successfully easing me into the sake world .,"( sake ’ s , drinks quality , very well , positive ) ; ( sake ’ s , drinks quality , successfully , positive )",acos,extraction
I wish they would change back to what it was before .,"( NULL , restaurant general , change back , negative )",acos,extraction
"Great food , good size menu , great service and an unpretensious setting .","( food , food quality , Great , positive ) ; ( menu , food style_options , good size , positive ) ; ( service , service general , great , positive ) ; ( setting , ambience general , unpretensious , positive )",acos,extraction
"We left , never to return .","( NULL , restaurant general , never to return , negative )",acos,extraction
The veal was incredible last night .,"( veal , food quality , incredible , positive )",acos,extraction
"Ambience is so cute and quaint , good for business although we were there on vacation .","( Ambience , ambience general , cute , positive ) ; ( Ambience , ambience general , quaint , positive ) ; ( Ambience , ambience general , good , positive )",acos,extraction
The pizza was pretty good and huge .,"( pizza , food quality , good , positive ) ; ( pizza , food style_options , huge , positive )",acos,extraction
"A different server enhanced the fun , dumping our entrees in front of us halfway through our appetizer ( which was delicious ) .","( server , service general , enhanced , negative ) ; ( appetizer , food quality , delicious , positive )",acos,extraction
amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out ! ! ! !,"( place , restaurant general , check this place out , positive ) ; ( hot dog , food quality , amazing fun , positive )",acos,extraction
The family seafood entree was very good .,"( family seafood entree , food quality , good , positive )",acos,extraction
I loved everythig about it - especially the shows and actors .,"( shows , ambience general , loved , positive ) ; ( actors , ambience general , loved , positive )",acos,extraction
I would definitely recommend SEA if you like thai cuisine !,"( thai cuisine , food quality , like , positive )",acos,extraction
Drinks way over priced .,"( Drinks , drinks prices , over priced , negative )",acos,extraction
"However , I think this place is a good hang out spot .","( place , ambience general , good , positive )",acos,extraction
Zero ambiance to boot .,"( ambiance , ambience general , Zero , negative )",acos,extraction
"Great food , great prices , great service .","( food , food quality , Great , positive ) ; ( NULL , restaurant prices , great , positive ) ; ( service , service general , great , positive )",acos,extraction
"Again , I ' d be super upset if that were my employee .","( NULL , service general , upset , negative )",acos,extraction
My wife and I ate here earlier this week and have not stopped ranting and raving about the food .,"( food , food quality , raving , positive )",acos,extraction
I highly recommend to anyone to give this place a try .,"( place , restaurant general , recommend , positive )",acos,extraction
it ' s a perfect place to have a amazing indian food .,"( indian food , food quality , amazing , positive )",acos,extraction
the all - u - can - eat sushi is definitely in very poor quality .,"( all - u - can - eat sushi , food quality , poor quality , negative )",acos,extraction
My quesadilla tasted like it had been made by a three - year old with no sense of proportion or flavor .,"( quesadilla , food quality , no sense of proportion or flavor , negative ) ; ( quesadilla , food style_options , no sense of proportion , negative )",acos,extraction
"Even though the place is not beautiful , the food speaks for itself .","( place , ambience general , not beautiful , negative ) ; ( food , food quality , speaks for itself , positive )",acos,extraction
"I wish I could like this place more , and I wish someone would retrain the staff .","( staff , service general , retrain , negative )",acos,extraction
Thank You Emilio .,"( Emilio , restaurant general , Thank You , positive )",acos,extraction
So I decide to report back to the waitress because it was completely inedible .,"( NULL , food quality , inedible , negative )",acos,extraction
For a Fabulous Wedding !,"( NULL , restaurant miscellaneous , Fabulous , positive )",acos,extraction
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,"( waitress , service general , through the bill , negative )",acos,extraction
The design of the space is good .,"( space , ambience general , good , positive )",acos,extraction
This place is not inviting and the food is totally weird .,"( place , ambience general , not inviting , negative ) ; ( food , food quality , weird , negative )",acos,extraction
Too bad the food was n ' t of the same heritage .,"( food , food quality , bad , negative )",acos,extraction
"Nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .","( NULL , service general , not one person takes responsibility for anything , negative )",acos,extraction
