text_a,text_b,label
"Seperti yang diketahui , 10 juta pelanggan listrik PLN hampir mengalami pemadaman , dikarenakan 20 pembangkit listrik PLN itu tidak mendapatkan pasokan batu bara .",pelanggan listrik pln-hampir mengalami pemadaman,1
"Seperti yang diketahui , 10 juta pelanggan listrik PLN hampir mengalami pemadaman , dikarenakan 20 pembangkit listrik PLN itu tidak mendapatkan pasokan batu bara .",pelanggan listrik pln-tidak mendapatkan pasokan batu bara,0
"Seperti yang diketahui , 10 juta pelanggan listrik PLN hampir mengalami pemadaman , dikarenakan 20 pembangkit listrik PLN itu tidak mendapatkan pasokan batu bara .",pembangkit listrik pln-hampir mengalami pemadaman,0
"Seperti yang diketahui , 10 juta pelanggan listrik PLN hampir mengalami pemadaman , dikarenakan 20 pembangkit listrik PLN itu tidak mendapatkan pasokan batu bara .",pembangkit listrik pln-tidak mendapatkan pasokan batu bara,1
""" Sore hari ini saya betul-betul merasa berbahagia sekali karena bisa hadir di Kota Pagar Alam , di mana 70 tahun yang lalu Bung Karno pernah ke sini yaitu di tahun 1952 dan di titik yang sama di sini . Alhamdulillah , "" kata Jokowi .",jokowi-betul-betul merasa berbahagia sekali,1
Kedatangan Jokowi ke Kota Pagar Alam juga meninggalkan kesan mendalam bagi masyarakat yang turut menyambut hangat .,kedatangan jokowi-meninggalkan kesan mendalam,1
Kedatangan Jokowi ke Kota Pagar Alam juga meninggalkan kesan mendalam bagi masyarakat yang turut menyambut hangat .,kedatangan jokowi-turut menyambut hangat,0
Kedatangan Jokowi ke Kota Pagar Alam juga meninggalkan kesan mendalam bagi masyarakat yang turut menyambut hangat .,masyarakat-meninggalkan kesan mendalam,0
Kedatangan Jokowi ke Kota Pagar Alam juga meninggalkan kesan mendalam bagi masyarakat yang turut menyambut hangat .,masyarakat-turut menyambut hangat,1
""" Bapak memang sudah dinanti - nantikan di Kota Pagar Alam ini , di mana kerinduan ini sudah sangat dalam . Sebab kota ini pernah dihadiri Presiden [ Soekarno ] di titik yang sama 70 tahun yang lalu pada tahun 1952 , "" kata Herman .",bapak-sudah dinanti - nantikan,1
""" Bapak memang sudah dinanti - nantikan di Kota Pagar Alam ini , di mana kerinduan ini sudah sangat dalam . Sebab kota ini pernah dihadiri Presiden [ Soekarno ] di titik yang sama 70 tahun yang lalu pada tahun 1952 , "" kata Herman .",bapak-sudah sangat dalam,0
""" Bapak memang sudah dinanti - nantikan di Kota Pagar Alam ini , di mana kerinduan ini sudah sangat dalam . Sebab kota ini pernah dihadiri Presiden [ Soekarno ] di titik yang sama 70 tahun yang lalu pada tahun 1952 , "" kata Herman .",kerinduan-sudah dinanti - nantikan,0
""" Bapak memang sudah dinanti - nantikan di Kota Pagar Alam ini , di mana kerinduan ini sudah sangat dalam . Sebab kota ini pernah dihadiri Presiden [ Soekarno ] di titik yang sama 70 tahun yang lalu pada tahun 1952 , "" kata Herman .",kerinduan-sudah sangat dalam,1
"Herman berharap , Jokowi merasa nyaman saat berada di kota yang memiliki udara yang sejuk tersebut .",jokowi-merasa nyaman,1
"Selain itu , Kota Pagar Alam juga dikenal memiliki penduduk yang ramah serta penuh dengan sejarah .",kota pagar alam-memiliki penduduk yang ramah,1
"Selain itu , Kota Pagar Alam juga dikenal memiliki penduduk yang ramah serta penuh dengan sejarah .",kota pagar alam-penuh dengan sejarah,1
""" Kota yang penuh sejarah , dibanggakan warga nya karena lahir banyak jenderal di sini , karena punya etos kerja yang baik , "" imbuh Herman .",kota-penuh sejarah,1
""" Kota yang penuh sejarah , dibanggakan warga nya karena lahir banyak jenderal di sini , karena punya etos kerja yang baik , "" imbuh Herman .",kota-dibanggakan warga,1
""" Kota yang penuh sejarah , dibanggakan warga nya karena lahir banyak jenderal di sini , karena punya etos kerja yang baik , "" imbuh Herman .",kota-lahir banyak jenderal,1
""" Kota yang penuh sejarah , dibanggakan warga nya karena lahir banyak jenderal di sini , karena punya etos kerja yang baik , "" imbuh Herman .",kota-baik,0
""" Kota yang penuh sejarah , dibanggakan warga nya karena lahir banyak jenderal di sini , karena punya etos kerja yang baik , "" imbuh Herman .",etos kerja-penuh sejarah,0
""" Kota yang penuh sejarah , dibanggakan warga nya karena lahir banyak jenderal di sini , karena punya etos kerja yang baik , "" imbuh Herman .",etos kerja-dibanggakan warga,0
""" Kota yang penuh sejarah , dibanggakan warga nya karena lahir banyak jenderal di sini , karena punya etos kerja yang baik , "" imbuh Herman .",etos kerja-lahir banyak jenderal,0
""" Kota yang penuh sejarah , dibanggakan warga nya karena lahir banyak jenderal di sini , karena punya etos kerja yang baik , "" imbuh Herman .",etos kerja-baik,1
"Dalam kunjungan kerja ke Kota Pagar Alam , Jokowi mengapresiasi upaya pemerintah setempat yang berupaya menjadikan Kota Pagar Alam sebagai kota energi hijau .",jokowi-mengapresiasi upaya pemerintah setempat,1
Masih minim nya pemanfaatan gas alam di dalam negeri bisa dipicu salah satu nya karena masih minim nya infrastruktur pipa gas untuk menyalurkan gas alam ke masyarakat .,pemanfaatan gas alam di dalam negeri-masih minim,1
Masih minim nya pemanfaatan gas alam di dalam negeri bisa dipicu salah satu nya karena masih minim nya infrastruktur pipa gas untuk menyalurkan gas alam ke masyarakat .,pemanfaatan gas alam di dalam negeri-masih minim,0
Masih minim nya pemanfaatan gas alam di dalam negeri bisa dipicu salah satu nya karena masih minim nya infrastruktur pipa gas untuk menyalurkan gas alam ke masyarakat .,infrastruktur pipa gas-masih minim,0
Masih minim nya pemanfaatan gas alam di dalam negeri bisa dipicu salah satu nya karena masih minim nya infrastruktur pipa gas untuk menyalurkan gas alam ke masyarakat .,infrastruktur pipa gas-masih minim,1
"Arti nya , total rumah tangga tersambung jargas hingga akhir 2022 ditargetkan hanya mencapai 839.000 rumah tangga . Para pendukung mengatakan gas alam dan nuklir dapat menyediakan sumber listrik yang penting ketika ekonomi beralih ke sumber yang lebih bersih seperti angin dan matahari , dan teknologi baru seperti tenaga hidrogen .",gas alam dan nuklir-dapat menyediakan sumber listrik yang penting,1
"Dari kedua teknologi tersebut , bagaimanapun , tenaga nuklir bisa dibilang menjadi isu yang paling sarat politik .",tenaga nuklir-paling sarat politik,1
"Jerman , di sisi lain , bersama dengan Austria , Luksemburg , Portugal dan Denmark telah menyatakan keprihatinan tentang penumpukan pembangkit listrik tenaga nuklir dan limbah radioaktif yang dihasilkan .",jerman-menyatakan keprihatinan,1
"Jerman , di sisi lain , bersama dengan Austria , Luksemburg , Portugal dan Denmark telah menyatakan keprihatinan tentang penumpukan pembangkit listrik tenaga nuklir dan limbah radioaktif yang dihasilkan .",luksemburg-menyatakan keprihatinan,1
"Jerman , di sisi lain , bersama dengan Austria , Luksemburg , Portugal dan Denmark telah menyatakan keprihatinan tentang penumpukan pembangkit listrik tenaga nuklir dan limbah radioaktif yang dihasilkan .",denmark-menyatakan keprihatinan,1
"Secara umum , nuklir tidak dianggap ramah lingkungan , gas alam sendiri merupakan energi hidrokarbon yang ekstraksi dan konsumsi nya merupakan salah satu pendorong perubahan iklim .",nuklir-tidak dianggap ramah lingkungan,1
"Secara umum , nuklir tidak dianggap ramah lingkungan , gas alam sendiri merupakan energi hidrokarbon yang ekstraksi dan konsumsi nya merupakan salah satu pendorong perubahan iklim .",nuklir-pendorong perubahan iklim,0
"Secara umum , nuklir tidak dianggap ramah lingkungan , gas alam sendiri merupakan energi hidrokarbon yang ekstraksi dan konsumsi nya merupakan salah satu pendorong perubahan iklim .",gas alam-tidak dianggap ramah lingkungan,0
"Secara umum , nuklir tidak dianggap ramah lingkungan , gas alam sendiri merupakan energi hidrokarbon yang ekstraksi dan konsumsi nya merupakan salah satu pendorong perubahan iklim .",gas alam-pendorong perubahan iklim,1
"Kalimantan Timur memang dikenal sebagai Provinsi penghasil sumber daya alam terbesar di Indonesia , bahkan termasuk sebagai salah satu kawasan penyumbang paru-paru di dunia .",kalimantan timur-provinsi penghasil sumber daya alam terbesar di indonesia,1
"Kalimantan Timur memang dikenal sebagai Provinsi penghasil sumber daya alam terbesar di Indonesia , bahkan termasuk sebagai salah satu kawasan penyumbang paru-paru di dunia .",kalimantan timur-kawasan penyumbang paru-paru di dunia,1
""" Dari potensi sumber daya alam , kita memang kenal di Kalimantan Timur sebagai penghasil energi , ada batu bara , serta minyak dan gas bumi ( migas ) , "" jelas Eko dalam konferensi pers , Jumat ( 21 / 1 / 2022 ) .","kalimantan timur-penghasil energi , ada batu bara , serta minyak dan gas bumi ( migas )",1
"Jumlah impor ini terus meningkat hingga pada akhir 2020 tercatat mencapai 6,4 juta ton atau sekitar 80 % dari total kebutuhan 8,02 juta ton .",jumlah impor-terus meningkat,1
Impor LPG RI memang terlihat terus meningkat seiring dengan berhasil nya program konversi minyak tanah ke LPG tabung 3 kilo gram ( kg ) sejak 2007 lalu .,impor lpg ri-terlihat terus meningkat,1
Impor LPG RI memang terlihat terus meningkat seiring dengan berhasil nya program konversi minyak tanah ke LPG tabung 3 kilo gram ( kg ) sejak 2007 lalu .,impor lpg ri-berhasil,0
Impor LPG RI memang terlihat terus meningkat seiring dengan berhasil nya program konversi minyak tanah ke LPG tabung 3 kilo gram ( kg ) sejak 2007 lalu .,program konversi minyak tanah ke lpg-terlihat terus meningkat,0
Impor LPG RI memang terlihat terus meningkat seiring dengan berhasil nya program konversi minyak tanah ke LPG tabung 3 kilo gram ( kg ) sejak 2007 lalu .,program konversi minyak tanah ke lpg-berhasil,1
"Namun setiap tahun , angka impor ini terus meningkat seiring dengan meningkat nya kebutuhan , namun tidak diimbangi dengan produksi dari dalam negeri .",angka impor-terus meningkat,1
"Namun setiap tahun , angka impor ini terus meningkat seiring dengan meningkat nya kebutuhan , namun tidak diimbangi dengan produksi dari dalam negeri .",angka impor-tidak diimbangi dengan produksi dari dalam negeri,1
"Jumlah ini tidak berubah dari hari-hari sebelumnya , menurut data dari TSO gas Slovakia Aliran pada pipa di bawah Laut Baltik pun tetap stabil , menurut data Refinitiv Eikon .",aliran pada pipa di bawah laut baltik-tetap stabil,1
""" Meskipun pasokan Rusia terus mengalir , pelaku pasar terus mengkhawatirkan gangguan dalam waktu dekat , "" kata analis di Engie EnergyScan .",pasokan rusia-terus mengalir,1
""" Meskipun pasokan Rusia terus mengalir , pelaku pasar terus mengkhawatirkan gangguan dalam waktu dekat , "" kata analis di Engie EnergyScan .",pasokan rusia-terus mengkhawatirkan gangguan,0
""" Meskipun pasokan Rusia terus mengalir , pelaku pasar terus mengkhawatirkan gangguan dalam waktu dekat , "" kata analis di Engie EnergyScan .",pelaku pasar-terus mengalir,0
""" Meskipun pasokan Rusia terus mengalir , pelaku pasar terus mengkhawatirkan gangguan dalam waktu dekat , "" kata analis di Engie EnergyScan .",pelaku pasar-terus mengkhawatirkan gangguan,1
Pelaku pasar mengatakan komentar yang dibuat oleh Rusia bahwa mereka dapat memotong pasokan gas melalui pipa Nord Stream 1 ke Jerman telah menakuti pasar lebih jauh .,komentar-menakuti pasar lebih jauh,1
"Dibalik harga minyak dunia yang ambles justru harga gas alam menanjak , tren yang terjadi disebabkan Eropa yang mengurangi ketergantungan pasokan gas Rusia .",harga minyak dunia-ambles,1
"Dibalik harga minyak dunia yang ambles justru harga gas alam menanjak , tren yang terjadi disebabkan Eropa yang mengurangi ketergantungan pasokan gas Rusia .",harga minyak dunia-menanjak,0
"Dibalik harga minyak dunia yang ambles justru harga gas alam menanjak , tren yang terjadi disebabkan Eropa yang mengurangi ketergantungan pasokan gas Rusia .",harga gas alam-ambles,0
"Dibalik harga minyak dunia yang ambles justru harga gas alam menanjak , tren yang terjadi disebabkan Eropa yang mengurangi ketergantungan pasokan gas Rusia .",harga gas alam-menanjak,1
Dan ada harga nikel dunia yang bergerak fluktuatif diikuti minim nya persediaan di gudang masih menjadi penggerak harga nikel .,harga nikel dunia-bergerak fluktuatif,1
Dan ada harga nikel dunia yang bergerak fluktuatif diikuti minim nya persediaan di gudang masih menjadi penggerak harga nikel .,harga nikel dunia-minim,0
Dan ada harga nikel dunia yang bergerak fluktuatif diikuti minim nya persediaan di gudang masih menjadi penggerak harga nikel .,persediaan-bergerak fluktuatif,0
Dan ada harga nikel dunia yang bergerak fluktuatif diikuti minim nya persediaan di gudang masih menjadi penggerak harga nikel .,persediaan-minim,1
"Simak informasi selengkap nya dalam program Closing Bell di CNBC Indonesia ( Kamis , 31 / 03 / 2022 ) berikut ini . Jakarta , CNBC Indonesia - Harga batu bara melesat pada perdagangan kemarin .",harga batu bara-melesat,1
Lonjakan harga batu bara sebelumnya terjadi seiring harga gas alam yang juga melejit .,harga gas alam-melejit,1
Namun kini negara-negara Eropa berencana ogah mendatangkan gas alam dari Rusia karena serangan ke Ukraina .,eropa-berencana ogah mendatangkan gas alam dari rusia,1
"Saat pasokan gas alam dari Rusia terputus , Jerman sepertinya bakal merasakan dampak paling parah .",pasokan gas alam dari rusia-terputus,1
"Saat pasokan gas alam dari Rusia terputus , Jerman sepertinya bakal merasakan dampak paling parah .",pasokan gas alam dari rusia-bakal merasakan dampak paling parah,0
"Saat pasokan gas alam dari Rusia terputus , Jerman sepertinya bakal merasakan dampak paling parah .",jerman-terputus,0
"Saat pasokan gas alam dari Rusia terputus , Jerman sepertinya bakal merasakan dampak paling parah .",jerman-bakal merasakan dampak paling parah,1
"Saat harga gas naik , maka harus dicari komoditas lain yang bisa menjadi pengganti .",harga gas-naik,1
"Pasar Bitcoin saat ini serta likuiditas nya , menimbulkan pertanyaan apakah uang digital ini dapat digunakan secara luas oleh negara-negara dalam perdagangan internasional .",pasar bitcoin-menimbulkan pertanyaan,1
"Namun , dengan terbuka nya Rusia terhadap kemungkinan ini dan akhirnya melakukan perdagangan percontohan dengan pihak-pihak yang berkepentingan , mereka bisa menjadi tren ke depan nya , di mana negara-negara memilih untuk bertransaksi dalam sistem moneter global tanpa kewarganegaraan . Jakarta , CNBC Indonesia - Harga gas Eropa meroket sepanjang 2022 seiring dengan sanksi internasional untuk Rusia .",harga gas eropa-meroket,1
"Kemarin , harga gas Eropa acuan Belanda tercatat Euro 148,5 / megawatt hour , turun 9,1 % dibandingkan posisi kemarin .",harga gas eropa-turun,1
"Akan tetapi , sepanjang tahun 2022 harga gas Eropa telah meroket 114,49 % .",harga gas eropa-meroket,1
Hal ini yang membuat gas alam Eropa saat ini meroket dan berpotensi untuk berlanjut .,gas alam eropa-meroket,1
Selain itu risiko kerusakan pipa minyak dan gas di Ukraina karena perang yang sedang berlangsung masih tinggi .,risiko kerusakan pipa minyak dan gas di ukraina-masih tinggi,1
